"StoryType";"Pag";"N";"Url";"Schema";"Www";"Dominio";"Percorso";"Frammento";"Lunghezza";"tinyurl"
1;1;1;"http://dati.ustat.miur.it/organization/miur";"http://";"";"dati.ustat.miur.it";"organization/miur";"";43;
1;2;1;"https://en.wikipedia.org/wiki/File:Italy_IV_century_BC_-_Latina.svg";"https://";"";"en.wikipedia.org";"wiki/File:Italy_IV_century_BC_-_Latina.svg";"";67;
1;3;1;"https://en.wikipedia.org/wiki/Latin_War";"https://";"";"en.wikipedia.org";"wiki/Latin_War";"";39;
1;4;1;"https://it.wikipedia.org/wiki/Regioni_dell'Italia_augustea";"https://";"";"it.wikipedia.org";"wiki/Regioni_dell'Italia_augustea";"";58;
1;5;1;"https://adria.italiani.it/adria-tra-lincudine-estense-e-il-martello-veneziano-parte-prima/";"https://";"";"adria.italiani.it";"adria-tra-lincudine-estense-e-il-martello-veneziano-parte-prima/";"";90;
1;6;1;"https://gutenberg.org/files/17124/17124-h/17124-h.htm";"https://";"";"gutenberg.org";"files/17124/17124-h/17124-h.htm";"";53;
1;7;1;"https://it.wikipedia.org/wiki/Pace_di_Lodi";"https://";"";"it.wikipedia.org";"wiki/Pace_di_Lodi";"";42;
1;8;1;"https://it.wikipedia.org/wiki/File:Italy_1796_AD-it.png";"https://";"";"it.wikipedia.org";"wiki/File:Italy_1796_AD-it.png";"";55;
1;9;1;"tinyurl.com/3she39st";"https://";"";"tinyurl.com";"3she39st";"";20;
1;10;1;"https://www.dossier.net/risorse/telefoni/prefissi-italiani/index.html";"https://";"www";"dossier.net";"risorse/telefoni/prefissi-italiani/index.html";"";69;
1;11;1;"elesh.it";"";"";"elesh.it";"";"";8;
1;12;1;"elesh.it";"";"";"elesh.it";"";"";8;
1;13;1;"tinyurl.com/2j76n952";"https://";"";"tinyurl.com";"2j76n952";"";20;
1;14;1;"tinyurl.com/mdv4wxdj";"https://";"";"tinyurl.com";"mdv4wxdj";"";20;
1;15;1;"https://it.wikipedia.org/wiki/Quirico_Filopanti";"https://";"";"it.wikipedia.org";"wiki/Quirico_Filopanti";"";47;
1;16;1;"http://badigit.comune.bologna.it/mappe/175/library.html";"http://";"";"badigit.comune.bologna.it";"mappe/175/library.html";"";55;
1;17;1;"http://badigit.comune.bologna.it/mappe/199/library.html";"http://";"";"badigit.comune.bologna.it";"mappe/199/library.html";"";55;
1;18;1;"https://opendata.comune.bologna.it/pages/home/";"https://";"";"opendata.comune.bologna.it";"pages/home/";"";46;
1;19;1;"https://www.originebologna.com/odonomastica-storica/la-numerazione/";"https://";"www";"originebologna.com";"odonomastica-storica/la-numerazione/";"";67;
1;20;1;"https://www.francescoerrani.it/images/newsletter/Bologna_riforma_dei_quartieri.pdf";"https://";"www";"francescoerrani.it";"images/newsletter/Bologna_riforma_dei_quartieri.pdf";"";82;
1;21;1;"https://it.wikipedia.org/wiki/Quartieri_di_Bologna";"https://";"";"it.wikipedia.org";"wiki/Quartieri_di_Bologna";"";50;
1;22;1;"tinyurl.com/yt68a4s4";"https://";"";"tinyurl.com";"yt68a4s4";"";20;
1;23;1;"https://opendata.comune.bologna.it/explore/dataset/rifter_arcstra_li/information/";"https://";"";"opendata.comune.bologna.it";"explore/dataset/rifter_arcstra_li/information/";"";81;
1;24;1;"euratlas.net";"";"";"euratlas.net";"";"";12;
1;25;1;"maphistory.info";"";"";"maphistory.info";"";"";15;
1;26;1;"istat.it";"";"";"istat.it";"";"";8;
1;27;1;"wikimapia.org";"";"";"wikimapia.org";"";"";13;
1;28;1;"worldmapper.org";"";"";"worldmapper.org";"";"";15;
1;29;1;"storiadimilano.it";"";"";"storiadimilano.it";"";"";17;
1;30;1;"storiaememoriadibologna.it";"";"";"storiaememoriadibologna.it";"";"";26;
1;31;1;"romaierioggi.it";"";"";"romaierioggi.it";"";"";15;
1;32;1;"https://archive.org/web/";"https://";"";"archive.org";"web/";"";24;
1;33;1;"https://www.istat.it/it/archivio/104317";"https://";"www";"istat.it";"it/archivio/104317";"";39;
1;34;1;"https://it.wikipedia.org/wiki/Circoscrizioni_di_Ferrara";"https://";"";"it.wikipedia.org";"wiki/Circoscrizioni_di_Ferrara";"";55;
1;35;1;"https://www.comune.ra.it/il-comune/decentramento/";"https://";"www";"comune.ra.it";"il-comune/decentramento/";"";49;
1;36;1;"tinyurl.com/y8w3jxah";"https://";"";"tinyurl.com";"y8w3jxah";"";20;
1;37;1;"https://www.comune.sassari.it/it/amministrazione/organi-governo/municipalita-della-nurra";"https://";"www";"comune.sassari.it";"it/amministrazione/organi-governo/municipalita-della-nurra";"";88;
1;38;1;"https://www.comune.venezia.it/it/content/venezia-murano-burano";"https://";"www";"comune.venezia.it";"it/content/venezia-murano-burano";"";62;
1;39;1;"https://it.wikipedia.org/wiki/Municipalità_di_Venezia-Murano-Burano";"https://";"";"it.wikipedia.org";"wiki/Municipalità_di_Venezia-Murano-Burano";"";67;
1;40;1;"https://it.wikipedia.org/wiki/Compartimento_marittimo";"https://";"";"it.wikipedia.org";"wiki/Compartimento_marittimo";"";53;
1;41;1;"” e “";"";"";"” e “";"";"";5;
1;42;1;"tinyurl.com";"";"";"tinyurl.com";"";"";11;
1;43;1;"tinyurl.com/2syaaajv";"https://";"";"tinyurl.com";"2syaaajv";"";20;
1;44;1;"tinyurl.com/49hxdaxu";"https://";"";"tinyurl.com";"49hxdaxu";"";20;
1;45;1;"https://palareti.eu/storia-suddivisioni-territoriali/elenco-url-abbreviate.html";"https://";"";"palareti.eu";"storia-suddivisioni-territoriali/elenco-url-abbreviate.html";"";79;
1;46;1;"virtuale.unibo.it";"";"";"virtuale.unibo.it";"";"";17;
1;47;1;"http://badigit.comune.bologna.it/mappe/index.html";"http://";"";"badigit.comune.bologna.it";"mappe/index.html";"";49;
1;48;1;"https://www.europeana.eu/portal/en/collections/maps";"https://";"www";"europeana.eu";"portal/en/collections/maps";"";51;
1;49;1;"https://euratlas.net/history/index.html";"https://";"";"euratlas.net";"history/index.html";"";39;
1;50;1;"https://maphistory.info";"https://";"";"maphistory.info";"";"";23;
1;51;1;"https://maps.lib.utexas.edu/maps/historical/index.html";"https://";"";"maps.lib.utexas.edu";"maps/historical/index.html";"";54;
1;52;1;"http://antique.mrugala.net/Atlas%20antique%20(miror)/carto/liens.html";"http://";"";"antique.mrugala.net";"Atlas%20antique%20(miror)/carto/liens.html";"";69;
1;53;1;"https://www.treccani.it/enciclopedia/rezia_(Enciclopedia-Italiana)";"https://";"www";"treccani.it";"enciclopedia/rezia_(Enciclopedia-Italiana)";"";66;
1;54;1;"https://it.wikipedia.org/wiki/Rezia_(provincia_romana)";"https://";"";"it.wikipedia.org";"wiki/Rezia_(provincia_romana)";"";54;
1;55;1;"https://it.wikipedia.org/wiki/File:Historische_Karte_CH_Rom_1.png";"https://";"";"it.wikipedia.org";"wiki/File:Historische_Karte_CH_Rom_1.png";"";65;
1;56;1;"https://it.wikipedia.org/wiki/Norico_(provincia_romana)";"https://";"";"it.wikipedia.org";"wiki/Norico_(provincia_romana)";"";55;
1;57;1;"https://it.wikipedia.org/wiki/San_Candido";"https://";"";"it.wikipedia.org";"wiki/San_Candido";"";41;
1;58;1;"https://de.wikipedia.org/wiki/Innichen";"https://";"";"de.wikipedia.org";"wiki/Innichen";"";38;
1;59;1;"https://www.treccani.it/enciclopedia/gian-giorgio-trissino_(Enciclopedia-dell'Italiano)";"https://";"www";"treccani.it";"enciclopedia/gian-giorgio-trissino_(Enciclopedia-dell'Italiano)";"";87;
1;60;1;"https://en.wikipedia.org/wiki/J";"https://";"";"en.wikipedia.org";"wiki/J";"";31;
1;61;1;"https://books.google.it/books?id=ksVKAAAAcAAJ";"https://";"";"books.google.it";"books?id=ksVKAAAAcAAJ";"";45;
1;62;1;"https://it.wikisource.org/wiki/De_le_lettere_nu?vamente_aggiunte_ne_la_lingua_Italiana";"https://";"";"it.wikisource.org";"wiki/De_le_lettere_nu?vamente_aggiunte_ne_la_lingua_Italiana";"";86;
1;63;1;"https://it.wikipedia.org/wiki/S_lunga";"https://";"";"it.wikipedia.org";"wiki/S_lunga";"";37;
1;64;1;"ethnologue.com";"";"";"ethnologue.com";"";"";14;
1;65;1;"linguistlist.org";"";"";"linguistlist.org";"";"";16;
1;66;1;"http://multitree.org/search";"http://";"";"multitree.org";"search";"";27;
1;67;1;"https://www.iso.org/iso-3166-country-codes.html";"https://";"www";"iso.org";"iso-3166-country-codes.html";"";47;
1;68;1;"https://it.wikipedia.org/wiki/Confronto_dei_codici_paese_usati_da_CIO,_FIFA_e_ISO_3166";"https://";"";"it.wikipedia.org";"wiki/Confronto_dei_codici_paese_usati_da_CIO,_FIFA_e_ISO_3166";"";86;
1;69;1;"https://en.wikipedia.org/wiki/Country_code_top-level_domain";"https://";"";"en.wikipedia.org";"wiki/Country_code_top-level_domain";"";59;
1;70;1;"https://en.wikipedia.org/wiki/Universal_Time";"https://";"";"en.wikipedia.org";"wiki/Universal_Time";"";44;
1;71;1;"https://en.wikipedia.org/wiki/Revised_Julian_calendar";"https://";"";"en.wikipedia.org";"wiki/Revised_Julian_calendar";"";53;
1;72;1;"https://it.wikipedia.org/wiki/Calendario_bizantino";"https://";"";"it.wikipedia.org";"wiki/Calendario_bizantino";"";50;
1;73;1;"https://it.wikipedia.org/wiki/Primo_giorno_dell'anno";"https://";"";"it.wikipedia.org";"wiki/Primo_giorno_dell'anno";"";52;
1;74;1;"https://www.unfpa.org/urbanization";"https://";"www";"unfpa.org";"urbanization";"";34;
1;75;1;"tinyurl.com/46z2k94d";"https://";"";"tinyurl.com";"46z2k94d";"";20;
1;76;1;"https://www.treccani.it/enciclopedia/biondo-flavio_(Dizionario-Biografico)";"https://";"www";"treccani.it";"enciclopedia/biondo-flavio_(Dizionario-Biografico)";"";74;
1;77;1;"https://www.treccani.it/enciclopedia/lucio-fauno_(Dizionario-Biografico)";"https://";"www";"treccani.it";"enciclopedia/lucio-fauno_(Dizionario-Biografico)";"";72;
1;78;1;"https://www.treccani.it/enciclopedia/leandro-alberti_(Dizionario-Biografico)";"https://";"www";"treccani.it";"enciclopedia/leandro-alberti_(Dizionario-Biografico)";"";76;
1;79;1;"https://www.europeana.eu/portal/en/collections/maps";"https://";"www";"europeana.eu";"portal/en/collections/maps";"";51;
1;80;1;"https://maps.lib.utexas.edu/maps/historical/shepherd_1911/shepherd-c-038-039.jpg";"https://";"";"maps.lib.utexas.edu";"maps/historical/shepherd_1911/shepherd-c-038-039.jpg";"";80;
1;81;1;"https://gutenberg.org/files/17124/17124-h/17124-h.htm";"https://";"";"gutenberg.org";"files/17124/17124-h/17124-h.htm";"";53;
1;82;1;"https://ec.europa.eu/eurostat/web/nuts/local-administrative-units";"https://";"";"ec.europa.eu";"eurostat/web/nuts/local-administrative-units";"";65;
1;83;1;"https://it.wikipedia.org/wiki/Regioni_dell'Italia_augustea";"https://";"";"it.wikipedia.org";"wiki/Regioni_dell'Italia_augustea";"";58;
1;84;1;"https://it.wikipedia.org/wiki/Italia_rinascimentale";"https://";"";"it.wikipedia.org";"wiki/Italia_rinascimentale";"";51;
1;85;1;"https://www.istat.it/it/archivio/104317";"https://";"www";"istat.it";"it/archivio/104317";"";39;
1;86;1;"https://www.istat.it/it/archivio/24516";"https://";"www";"istat.it";"it/archivio/24516";"";38;
1;87;1;"https://www.istat.it/it/archivio/218392";"https://";"www";"istat.it";"it/archivio/218392";"";39;
1;88;1;"https://agenziaentrate.gov.it/portale/documents/20143/266134/Informativa+Istat_Istruzioni+ordinamento+ecografico.pdf";"https://";"";"agenziaentrate.gov.it";"portale/documents/20143/266134/Informativa+Istat_Istruzioni+ordinamento+ecografico.pdf";"";116;
1;89;1;"tinyurl.com/cnufsz6h";"https://";"";"tinyurl.com";"cnufsz6h";"";20;
1;90;1;"https://agenziaentrate.gov.it/portale/documents/20143/266134/Nota+Istat+del+15012014_Nota+Istat+912+del+15_01_2014.pdf";"https://";"";"agenziaentrate.gov.it";"portale/documents/20143/266134/Nota+Istat+del+15012014_Nota+Istat+912+del+15_01_2014.pdf";"";118;
1;91;1;"tinyurl.com/2p8hzjnk";"https://";"";"tinyurl.com";"2p8hzjnk";"";20;
1;92;1;"https://agenziaentrate.gov.it/portale/schede/fabbricatiterreni/portale-per-i-comuni/servizi-portale-dei-comuni/toponomastica";"https://";"";"agenziaentrate.gov.it";"portale/schede/fabbricatiterreni/portale-per-i-comuni/servizi-portale-dei-comuni/toponomastica";"";124;
1;93;1;"tinyurl.com/2j76n952";"https://";"";"tinyurl.com";"2j76n952";"";20;
1;94;1;"https://patrimonioculturale.regione.emilia-romagna.it/chi-siamo/parliamo-di/lucio-gambi/allegati/che_genere_regione.pdf";"https://";"";"patrimonioculturale.regione.emilia-romagna.it";"chi-siamo/parliamo-di/lucio-gambi/allegati/che_genere_regione.pdf";"";119;
1;95;1;"tinyurl.com/2s49bckr";"https://";"";"tinyurl.com";"2s49bckr";"";20;
1;96;1;"https://it.wikipedia.org/wiki/Regione_(Italia)";"https://";"";"it.wikipedia.org";"wiki/Regione_(Italia)";"";46;
1;97;1;"https://it.wikipedia.org/wiki/Regione_italiana_a_statuto_speciale";"https://";"";"it.wikipedia.org";"wiki/Regione_italiana_a_statuto_speciale";"";65;
1;98;1;"http://badigit.comune.bologna.it/books/sol/21053_INV.pdf";"http://";"";"badigit.comune.bologna.it";"books/sol/21053_INV.pdf";"";56;
1;99;1;"https://books.google.it/books?id=NYA2AAAAMAAJ";"https://";"";"books.google.it";"books?id=NYA2AAAAMAAJ";"";45;
1;100;1;"https://books.google.it/books?id=ImFTwbKloxAC";"https://";"";"books.google.it";"books?id=ImFTwbKloxAC";"";45;
1;101;1;"https://ambiente.regione.emilia-romagna.it/geologia/temi/geositi-paesaggio-geologico/itinerari/le-pietre-di-bologna-litologia-di-una-citta/quartiere-di-porta-stiera";"https://";"";"ambiente.regione.emilia-romagna.it";"geologia/temi/geositi-paesaggio-geologico/itinerari/le-pietre-di-bologna-litologia-di-una-citta/quartiere-di-porta-stiera";"";164;
1;102;1;"tinyurl.com/m4ah3tb8";"https://";"";"tinyurl.com";"m4ah3tb8";"";20;
1;103;1;"https://ambiente.regione.emilia-romagna.it/geologia/temi/geositi-paesaggio-geologico/itinerari/le-pietre-di-bologna-litologia-di-una-citta/quartiere-di-porta-ravegnana";"https://";"";"ambiente.regione.emilia-romagna.it";"geologia/temi/geositi-paesaggio-geologico/itinerari/le-pietre-di-bologna-litologia-di-una-citta/quartiere-di-porta-ravegnana";"";167;
1;104;1;"tinyurl.com/2syaaajv";"https://";"";"tinyurl.com";"2syaaajv";"";20;
1;105;1;"https://ambiente.regione.emilia-romagna.it/geologia/temi/geositi-paesaggio-geologico/itinerari/le-pietre-di-bologna-litologia-di-una-citta/quartiere-di-porta-piera";"https://";"";"ambiente.regione.emilia-romagna.it";"geologia/temi/geositi-paesaggio-geologico/itinerari/le-pietre-di-bologna-litologia-di-una-citta/quartiere-di-porta-piera";"";163;
1;106;1;"tinyurl.com/4jc992wm";"https://";"";"tinyurl.com";"4jc992wm";"";20;
1;107;1;"https://ambiente.regione.emilia-romagna.it/geologia/temi/geositi-paesaggio-geologico/itinerari/le-pietre-di-bologna-litologia-di-una-citta/quartiere-di-san-procolo";"https://";"";"ambiente.regione.emilia-romagna.it";"geologia/temi/geositi-paesaggio-geologico/itinerari/le-pietre-di-bologna-litologia-di-una-citta/quartiere-di-san-procolo";"";163;
1;108;1;"tinyurl.com/4xpn6ssv";"https://";"";"tinyurl.com";"4xpn6ssv";"";20;
2;109;1;"https://books.google.it/books?id=RyVIZnPdkgAC";"https://";"";"books.google.it";"books?id=RyVIZnPdkgAC";"";45;
2;110;1;"https://www.istat.it/it/archivio/6789";"https://";"www";"istat.it";"it/archivio/6789";"";37;
2;111;1;"https://www.treccani.it/enciclopedia/istat_(Dizionario-di-Economia-e-Finanza)";"https://";"www";"treccani.it";"enciclopedia/istat_(Dizionario-di-Economia-e-Finanza)";"";77;
2;112;1;"tinyurl.com/ycw3akjs";"https://";"";"tinyurl.com";"ycw3akjs";"";20;
2;113;1;"https://palareti.eu/lavori/2010-Aica.pdf";"https://";"";"palareti.eu";"lavori/2010-Aica.pdf";"";40;
2;114;1;"http://www.fondazioneromagnosi.it/sites/default/files/quaderno_romagnosi_2021-3.pdf";"http://";"www";"fondazioneromagnosi.it";"sites/default/files/quaderno_romagnosi_2021-3.pdf";"";83;
2;115;1;"tinyurl.com/2p89d4ze";"https://";"";"tinyurl.com";"2p89d4ze";"";20;
2;116;1;"tinyurl.com/4x3mnzyy";"https://";"";"tinyurl.com";"4x3mnzyy";"";20;
2;117;1;"https://www.cittametropolitana.ct.it/servizi/Archivio_Storico_virtuale.aspx";"https://";"www";"cittametropolitana.ct.it";"servizi/Archivio_Storico_virtuale.aspx";"";75;
2;118;1;"https://it.wikipedia.org/wiki/Italia_(epoca_romana)";"https://";"";"it.wikipedia.org";"wiki/Italia_(epoca_romana)";"";51;
2;119;1;"https://www.aicanet.it/didamatica2018/atti-2018";"https://";"www";"aicanet.it";"didamatica2018/atti-2018";"";47;
2;120;1;"http://badigit.comune.bologna.it/mappe/index.html";"http://";"";"badigit.comune.bologna.it";"mappe/index.html";"";49;
2;121;1;"tinyurl.com/yr7bxpja";"https://";"";"tinyurl.com";"yr7bxpja";"";20;
2;122;1;"https://www.treccani.it/enciclopedia/la-multimedialita-e-il-futuro-della-cartografia_(XXI-Secolo)";"https://";"www";"treccani.it";"enciclopedia/la-multimedialita-e-il-futuro-della-cartografia_(XXI-Secolo)";"";97;
2;123;1;"https://www.treccani.it/vocabolario/odonomastica";"https://";"www";"treccani.it";"vocabolario/odonomastica";"";48;
2;124;1;"https://it.wikipedia.org/wiki/Jérôme_Lalande";"https://";"";"it.wikipedia.org";"wiki/Jérôme_Lalande";"";44;
2;125;1;"https://books.google.it/books?id=9yATAAAAQAAJ";"https://";"";"books.google.it";"books?id=9yATAAAAQAAJ";"";45;
2;126;1;"tinyurl.com/2skw5f4j";"https://";"";"tinyurl.com";"2skw5f4j";"";20;
2;127;1;"http://badigit.comune.bologna.it/books/sol/21053_INV.pdf";"http://";"";"badigit.comune.bologna.it";"books/sol/21053_INV.pdf";"";56;
2;128;1;"http://badigit.comune.bologna.it/mappe/28/library.html";"http://";"";"badigit.comune.bologna.it";"mappe/28/library.html";"";54;
2;129;1;"http://badigit.comune.bologna.it/mappe/74/library.html";"http://";"";"badigit.comune.bologna.it";"mappe/74/library.html";"";54;
2;130;1;"https://www.treccani.it/enciclopedia/ugo-ojetti_(Dizionario-Biografico)";"https://";"www";"treccani.it";"enciclopedia/ugo-ojetti_(Dizionario-Biografico)";"";71;
2;131;1;"https://www.treccani.it/enciclopedia/ugo-ojetti";"https://";"www";"treccani.it";"enciclopedia/ugo-ojetti";"";47;
2;132;1;"www.originebologna.com";"";"www";"originebologna.com";"";"";22;
2;133;1;"https://www.bibliotecasalaborsa.it/bolognaonline/mappa-degli-scrittori-e-scrittrici-a-bologna";"https://";"www";"bibliotecasalaborsa.it";"bolognaonline/mappa-degli-scrittori-e-scrittrici-a-bologna";"";93;
2;134;1;"http://www.storiadimilano.it/citta/mappe/mappe.htm";"http://";"www";"storiadimilano.it";"citta/mappe/mappe.htm";"";50;
2;135;1;"https://it.wikipedia.org/wiki/Caffè_Gnocchi";"https://";"";"it.wikipedia.org";"wiki/Caffè_Gnocchi";"";43;
2;136;1;"https://it.wikisource.org/wiki/Racconti_e_bozzetti/I_dintorni_di_Milano";"https://";"";"it.wikisource.org";"wiki/Racconti_e_bozzetti/I_dintorni_di_Milano";"";71;
2;137;1;"https://dizionaripiu.zanichelli.it/biblioteca-italiana-zanichelli/giovanni-verga-novelle-sparse/";"https://";"";"dizionaripiu.zanichelli.it";"biblioteca-italiana-zanichelli/giovanni-verga-novelle-sparse/";"";96;
2;138;1;"https://it.wikipedia.org/wiki/Galleria_Vittorio_Emanuele_II";"https://";"";"it.wikipedia.org";"wiki/Galleria_Vittorio_Emanuele_II";"";59;
2;139;1;"https://it.wikisource.org/wiki/Per_le_vie";"https://";"";"it.wikisource.org";"wiki/Per_le_vie";"";41;
2;140;1;"tinyurl.com/2urv6fbw";"https://";"";"tinyurl.com";"2urv6fbw";"";20;
2;141;1;"https://it.wikipedia.org/wiki/Italia_romana";"https://";"";"it.wikipedia.org";"wiki/Italia_romana";"";43;
2;142;1;"https://it.wikipedia.org/wiki/Scuola_siciliana";"https://";"";"it.wikipedia.org";"wiki/Scuola_siciliana";"";46;
2;143;1;"tinyurl.com/4ssuxyuh";"https://";"";"tinyurl.com";"4ssuxyuh";"";20;
2;144;1;"https://ec.europa.eu/eurostat/web/nuts/principles-and-characteristics";"https://";"";"ec.europa.eu";"eurostat/web/nuts/principles-and-characteristics";"";69;
2;145;1;"https://ec.europa.eu/eurostat/web/nuts/local-administrative-units";"https://";"";"ec.europa.eu";"eurostat/web/nuts/local-administrative-units";"";65;
2;146;1;"https://ec.europa.eu/eurostat/web/nuts/national-structures";"https://";"";"ec.europa.eu";"eurostat/web/nuts/national-structures";"";58;
2;147;1;"tinyurl.com/57ha2k2f";"https://";"";"tinyurl.com";"57ha2k2f";"";20;
2;148;1;"tinyurl.com/5fefemv2";"https://";"";"tinyurl.com";"5fefemv2";"";20;
2;149;1;"tinyurl.com/4976mtwj";"https://";"";"tinyurl.com";"4976mtwj";"";20;
2;150;1;"https://www.treccani.it/enciclopedia/vassallaggio_(Dizionario-di-Storia)";"https://";"www";"treccani.it";"enciclopedia/vassallaggio_(Dizionario-di-Storia)";"";72;
2;151;1;"https://en.wikipedia.org/wiki/File:Supranational_European_Bodies-en.svg";"https://";"";"en.wikipedia.org";"wiki/File:Supranational_European_Bodies-en.svg";"";71;
2;152;1;"https://www.youtube.com/watch?v=GddgANy0k_U";"https://";"www";"youtube.com";"watch?v=GddgANy0k_U";"";43;
2;153;1;"https://it.wikipedia.org/wiki/Palermo";"https://";"";"it.wikipedia.org";"wiki/Palermo";"";37;
2;154;1;"https://it.wikipedia.org/wiki/Isola_linguistica";"https://";"";"it.wikipedia.org";"wiki/Isola_linguistica";"";47;
2;155;1;"https://it.wikipedia.org/wiki/Lingua_sarda_campidanese";"https://";"";"it.wikipedia.org";"wiki/Lingua_sarda_campidanese";"";54;
2;156;1;"https://www.treccani.it/enciclopedia/corsica";"https://";"www";"treccani.it";"enciclopedia/corsica";"";44;
2;157;1;"https://it.wikipedia.org/wiki/Italia_(regione_geografica)";"https://";"";"it.wikipedia.org";"wiki/Italia_(regione_geografica)";"";57;
2;158;1;"https://www.treccani.it/enciclopedia/corsica_(Dizionario-di-Storia)";"https://";"www";"treccani.it";"enciclopedia/corsica_(Dizionario-di-Storia)";"";67;
2;159;1;"https://it.wikipedia.org/wiki/Lingue_dell'Italia";"https://";"";"it.wikipedia.org";"wiki/Lingue_dell'Italia";"";48;
2;160;1;"https://www.treccani.it/enciclopedia/provincia_(Enciclopedia-Italiana)";"https://";"www";"treccani.it";"enciclopedia/provincia_(Enciclopedia-Italiana)";"";70;
2;161;1;"https://it.wikipedia.org/wiki/Provincia_romana";"https://";"";"it.wikipedia.org";"wiki/Provincia_romana";"";46;
2;162;1;"https://it.wikipedia.org/wiki/Suddivisioni_e_cronologia_delle_province_romane";"https://";"";"it.wikipedia.org";"wiki/Suddivisioni_e_cronologia_delle_province_romane";"";77;
2;163;1;"https://it.wikipedia.org/wiki/Province_romane_senatorie_e_imperiali_tra_Augusto_e_Adriano";"https://";"";"it.wikipedia.org";"wiki/Province_romane_senatorie_e_imperiali_tra_Augusto_e_Adriano";"";89;
2;164;1;"https://fr.wikipedia.org/wiki/Liste_des_provinces_romaines";"https://";"";"fr.wikipedia.org";"wiki/Liste_des_provinces_romaines";"";58;
2;165;1;"https://maps.lib.utexas.edu/maps/historical/history_shepherd_1911.html";"https://";"";"maps.lib.utexas.edu";"maps/historical/history_shepherd_1911.html";"";70;
2;166;1;"https://maps.lib.utexas.edu/maps/historical/shepherd_1911/shepherd-c-038-039.jpg";"https://";"";"maps.lib.utexas.edu";"maps/historical/shepherd_1911/shepherd-c-038-039.jpg";"";80;
2;167;1;"https://maps.lib.utexas.edu/maps/historical/shepherd_1911/shepherd-c-026-027.jpg";"https://";"";"maps.lib.utexas.edu";"maps/historical/shepherd_1911/shepherd-c-026-027.jpg";"";80;
2;168;1;"https://it.wikipedia.org/wiki/File:Roman_expansion_264_BC_Shepherd.jpg";"https://";"";"it.wikipedia.org";"wiki/File:Roman_expansion_264_BC_Shepherd.jpg";"";70;
2;169;1;"https://en.wikipedia.org/wiki/William_Robert_Shepherd";"https://";"";"en.wikipedia.org";"wiki/William_Robert_Shepherd";"";53;
2;170;1;"https://www.britannica.com/biography/William-Robert-Shepherd";"https://";"www";"britannica.com";"biography/William-Robert-Shepherd";"";60;
2;171;1;"tinyurl.com/2urfdzab";"https://";"";"tinyurl.com";"2urfdzab";"";20;
2;172;1;"https://www.treccani.it/enciclopedia/feudalesimo";"https://";"www";"treccani.it";"enciclopedia/feudalesimo";"";48;
2;173;1;"https://la.wikisource.org/wiki/Naturalis_Historia/Liber_III";"https://";"";"la.wikisource.org";"wiki/Naturalis_Historia/Liber_III";"";59;
2;174;1;"https://books.google.it/books?id=wqQKdSsdy1cC";"https://";"";"books.google.it";"books?id=wqQKdSsdy1cC";"";45;
2;175;1;"tinyurl.com/56efxfpu";"https://";"";"tinyurl.com";"56efxfpu";"";20;
2;176;1;"tinyurl.com/4fxtdktf";"https://";"";"tinyurl.com";"4fxtdktf";"";20;
2;177;1;"tinyurl.com/422b8shx";"https://";"";"tinyurl.com";"422b8shx";"";20;
2;178;1;"https://it.wikipedia.org/wiki/Porto_(città_antica)";"https://";"";"it.wikipedia.org";"wiki/Porto_(città_antica)";"";50;
2;179;1;"tinyurl.com/56kj7ja7";"https://";"";"tinyurl.com";"56kj7ja7";"";20;
2;180;1;"tinyurl.com/32fwkcdj";"https://";"";"tinyurl.com";"32fwkcdj";"";20;
2;181;1;"https://it.wikipedia.org/wiki/Regio_III_Lucania_et_Bruttii";"https://";"";"it.wikipedia.org";"wiki/Regio_III_Lucania_et_Bruttii";"";58;
2;182;1;"http://www.burl.it/ArchivioFile/P_201704051053369531636680957_1.PDF";"http://";"www";"burl.it";"ArchivioFile/P_201704051053369531636680957_1.PDF";"";67;
2;183;1;"https://luni.cultura.gov.it/lantica-citta-di-luna";"https://";"";"luni.cultura.gov.it";"lantica-citta-di-luna";"";49;
2;184;1;"tinyurl.com/ye2yetmh";"https://";"";"tinyurl.com";"ye2yetmh";"";20;
2;185;1;"https://www.treccani.it/enciclopedia/preposizioni_(Enciclopedia-dell'Italiano)";"https://";"www";"treccani.it";"enciclopedia/preposizioni_(Enciclopedia-dell'Italiano)";"";78;
